species,ID,date_collected,date_processed,net_ID,length_mm,weight_g,weight_kg,gear_type,general_sample_notes
HBWF,63,15-Jul-2022,31-Jul-2022,220,296,293.28,0.29328,gill,
HBWF,64,15-Jul-2022,31-Jul-2022,220,390,654.13,0.65413,gill,
HBWF,65,09-Jul-2022,03-Aug-2022,220,370,630.48,0.63048,gill,
HBWF,66,09-Jul-2022,03-Aug-2022,220,370,599.01,0.59901,gill,
HBWF,67,15-Jul-2022,03-Aug-2022,220,339,432.77,0.43277,gill,
HBWF,68,15-Jul-2022,03-Aug-2022,220,325,367.37,0.36737,gill,
HBWF,69,15-Jul-2022,03-Aug-2022,220,335,429.91,0.42991,gill,
HBWF,70,15-Jul-2022,03-Aug-2022,220,333,463.53,0.46353,gill,
HBWF,71,15-Jul-2022,03-Aug-2022,220,282,272.72,0.27272,gill,
HBWF,72,15-Jul-2022,03-Aug-2022,220,326,352.18,0.35218,gill,
HBWF,73,15-Jul-2022,03-Aug-2022,220,351,520.70,0.5207,gill,
HBWF,74,19-Jul-2022,03-Aug-2022,214,295,315.32,0.31532,gill,
HBWF,75,04-Aug-2022,04-Aug-2022,214,295,263.33,0.26333,gill,
HBWF,76,04-Aug-2022,04-Aug-2022,214,340,404.94,0.40494,gill,
HBWF,77,04-Aug-2022,04-Aug-2022,214,274,219.02,0.21902,gill,
HBWF,78,04-Aug-2022,04-Aug-2022,214,379,571.74,0.57174,gill,
HBWF,79,04-Aug-2022,04-Aug-2022,214,369,623.49,0.62349,gill,
HBWF,80,04-Aug-2022,04-Aug-2022,214,268,188.35,0.18835,gill,
HBWF,81,05-Aug-2022,05-Aug-2022,230,268,176.02,0.17602,gill,
HBWF,82,05-Aug-2022,05-Aug-2022,230,299,250.69,0.25069,gill,
HBWF,83,05-Jul-2022,06-Aug-2022,230,376,670.78,0.67078,gill,
HBWF,84,07-Jul-2022,06-Aug-2022,214,369,666.73,0.66673,gill,
HBWF,85,13-Jul-2022,06-Aug-2022,220,312,352.55,0.35255,gill,
HBWF,86,13-Jul-2022,06-Aug-2022,220,316,352.53,0.35253,gill,
HBWF,87,13-Jul-2022,06-Aug-2022,220,347,523.81,0.52381,gill,
HBWF,88,13-Jul-2022,06-Aug-2022,220,298,298.72,0.29872,gill,
HBWF,89,13-Jul-2022,06-Aug-2022,220,329,360.52,0.36052,gill,
HBWF,90,13-Jul-2022,06-Aug-2022,220,340,493.84,0.49384,gill,
HBWF,91,06-Jul-2022,09-Aug-2022,214,374,598.46,0.59846,gill,
HBWF,92,19-Jul-2022,09-Aug-2022,220,346,438.76,0.43876,gill,
HBWF,93,19-Jul-2022,09-Aug-2022,220,315,359.24,0.35924,gill,
HBWF,94,19-Jul-2022,09-Aug-2022,220,388,702.00,0.702,gill,
HBWF,95,19-Jul-2022,09-Aug-2022,220,365,683.01,0.68301,gill,
HBWF,96,19-Jul-2022,09-Aug-2022,220,310,331.27,0.33127,gill,
HBWF,97,19-Jul-2022,09-Aug-2022,220,335,446.05,0.44605,gill,
HBWF,98,19-Jul-2022,09-Aug-2022,220,309,374.39,0.37439,gill,
HBWF,99,19-Jul-2022,09-Aug-2022,220,376,666.39,0.66639,gill,
HBWF,100,11-Aug-2022,11-Aug-2022,220,354,481.94,0.48194,gill,
HBWF,101,09-Aug-2022,12-Aug-2022,220,231,130.41,0.13041,fyke,
HBWF,102,13-Aug-2022,13-Aug-2022,220,385,632.39,0.63239,gill,
HBWF,103,17-Aug-2022,21-Aug-2022,214,190,73.91,0.07391,fyke,
HBWF,104,19-Aug-2022,21-Aug-2022,220,346,499.95,0.49995,gill,
HBWF,105,16-Aug-2022,22-Aug-2022,214,291,293.95,0.29395,gill,
HBWF,106,16-Aug-2022,22-Aug-2022,214,264,210.75,0.21075,gill,
HBWF,107,16-Aug-2022,22-Aug-2022,214,320,412.64,0.41264,gill,
HBWF,108,20-Aug-2022,22-Aug-2022,220,367,613.66,0.61366,gill,
HBWF,109,20-Aug-2022,22-Aug-2022,220,339,484.96,0.48496,gill,
HBWF,110,20-Aug-2022,22-Aug-2022,220,385,679.22,0.67922,gill,
HBWF,111,20-Aug-2022,22-Aug-2022,220,405,756.90,0.7569,gill,
HBWF,112,20-Aug-2022,22-Aug-2022,220,260,193.22,0.19322,gill,
HBWF,113,20-Aug-2022,22-Aug-2022,220,278,232.38,0.23238,gill,
LSCS,01,14-Jul-2021,14-Jul-2021,218,248,NA,0.14,gill,
LSCS,02,14-Jul-2021,14-Jul-2021,218,242,NA,0.12,gill,
LSCS,03,14-Jul-2021,14-Jul-2021,218,287,NA,0.24,gill,
LSCS,04,14-Jul-2021,14-Jul-2021,218,282,NA,0.20,gill,
LSCS,05,14-Jul-2021,14-Jul-2021,218,330,NA,0.31,gill,
LSCS,06,14-Jul-2021,14-Jul-2021,218,287,NA,0.22,gill,
LSCS,07,14-Jul-2021,14-Jul-2021,218,300,NA,0.24,gill,
LSCS,08,14-Jul-2021,14-Jul-2021,218,335,NA,0.29,gill,
LSCS,09,14-Jul-2021,14-Jul-2021,218,205,NA,0.08,gill,
LSCS,10,14-Jul-2021,14-Jul-2021,218,263,NA,0.18,gill,
LSCS,11,14-Jul-2021,14-Jul-2021,218,334,NA,0.30,gill,
LSCS,12,16-Jul-2021,20-Jul-2021,220,307,NA,0.24,gill,
LSCS,13,16-Jul-2021,20-Jul-2021,220,248,NA,0.16,gill,
LSCS,14,16-Jul-2021,20-Jul-2021,220,161,NA,0.00,gill,Scale not sensitive enough for weight of fish
LSCS,15,16-Jul-2021,20-Jul-2021,220,303,NA,0.31,gill,
LSCS,16,16-Jul-2021,20-Jul-2021,220,322,NA,0.32,gill,
LSCS,17,16-Jul-2021,20-Jul-2021,220,256,NA,0.19,gill,Missing GI contents sample
LSCS,18,16-Jul-2021,20-Jul-2021,220,295,NA,0.26,gill,
LSCS,19,18-Jul-2021,03-Aug-2021,220,356,NA,0.42,gill,
LSCS,20,18-Jul-2021,03-Aug-2021,214,239,NA,0.13,gill,
LSCS,21,18-Jul-2021,03-Aug-2021,214,235,NA,0.12,gill,
LSCS,22,18-Jul-2021,03-Aug-2021,214,274,NA,0.23,gill,
LSCS,23,18-Jul-2021,03-Aug-2021,214,230,NA,0.12,gill,
LSCS,24,18-Jul-2021,03-Aug-2021,214,229,NA,0.13,gill,
LSCS,25,18-Jul-2021,03-Aug-2021,214,240,NA,0.18,gill,
LSCS,26,18-Jul-2021,03-Aug-2021,214,184,NA,0.05,gill,
LSCS,27,18-Jul-2021,03-Aug-2021,214,199,NA,0.08,gill,
LSCS,28,18-Jul-2021,03-Aug-2021,214,214,NA,0.11,gill,
LSCS,29,18-Jul-2021,03-Aug-2021,214,211,NA,0.08,gill,
LSCS,30,18-Jul-2021,03-Aug-2021,214,335,NA,0.33,gill,
LSCS,31,18-Jul-2021,03-Aug-2021,214,286,NA,0.30,gill,
LSCS,32,18-Jul-2021,06-Aug-2021,214,204,NA,0.09,gill,
LSCS,33,18-Jul-2021,06-Aug-2021,214,248,NA,0.17,gill,
LSCS,34,18-Jul-2021,06-Aug-2021,214,281,NA,0.25,gill,
LSCS,35,18-Jul-2021,06-Aug-2021,214,203,NA,0.24,gill,
LSCS,36,18-Jul-2021,06-Aug-2021,214,324,NA,0.35,gill,
LSCS,37,18-Jul-2021,06-Aug-2021,214,229,NA,0.14,gill,
LSCS,38,18-Jul-2021,06-Aug-2021,214,308,NA,0.29,gill,
LSCS,39,18-Jul-2021,06-Aug-2021,214,227,NA,0.12,gill,
LSCS,40,18-Jul-2021,06-Aug-2021,214,230,NA,0.14,gill,
LSCS,41,18-Jul-2021,06-Aug-2021,214,284,NA,0.23,gill,
LSCS,42,18-Jul-2021,06-Aug-2021,214,266,NA,0.22,gill,
LSCS,43,20-Jul-2021,06-Aug-2021,220,321,NA,0.34,gill,
LSCS,44,20-Jul-2021,06-Aug-2021,220,251,NA,0.16,gill,
LSCS,45,17-Jul-2022,24-Jul-2022,214,256,166.48,0.16648,gill,
LSCS,46,17-Jul-2022,24-Jul-2022,214,248,158.18,0.15818,gill,
LSCS,47,17-Jul-2022,24-Jul-2022,214,300,250.72,0.25072,gill,
LSCS,48,17-Jul-2022,24-Jul-2022,214,261,169.25,0.16925,gill,
LSCS,49,17-Jul-2022,27-Jul-2022,230,279,210.37,0.21037,gill,
LSCS,50,17-Jul-2022,27-Jul-2022,230,270,195.21,0.19521,gill,Destroyed otolith into little pieces
LSCS,51,22-Jul-2022,27-Jul-2022,220,280,223.63,0.22363,gill,
LSCS,52,22-Jul-2022,27-Jul-2022,220,325,328.40,0.3284,gill,
LSCS,53,22-Jul-2022,27-Jul-2022,220,282,201.20,0.2012,gill,
LSCS,54,22-Jul-2022,27-Jul-2022,220,353,464.05,0.46405,gill,
LSCS,55,22-Jul-2022,27-Jul-2022,220,251,139.38,0.13938,gill,
LSCS,56,22-Jul-2022,27-Jul-2022,220,289,240.65,0.24065,gill,
LSCS,57,22-Jul-2022,27-Jul-2022,220,237,140.52,0.14052,gill,
LSCS,58,22-Jul-2022,27-Jul-2022,220,268,217.24,0.21724,gill,
LSCS,59,23-Jul-2022,31-Jul-2022,220,309,328.98,0.32898,gill,
LSCS,60,23-Jul-2022,31-Jul-2022,220,308,283.60,0.2836,gill,
LSCS,61,23-Jul-2022,31-Jul-2022,220,256,150.66,0.15066,gill,
LSCS,62,23-Jul-2022,31-Jul-2022,220,259,183.27,0.18327,gill,
LSCS,63,23-Jul-2022,31-Jul-2022,220,305,287.40,0.2874,gill,
LSCS,64,23-Jul-2022,31-Jul-2022,220,246,148.67,0.14867,gill,
LSCS,65,23-Jul-2022,31-Jul-2022,220,281,257.13,0.25713,gill,
LSCS,66,23-Jul-2022,31-Jul-2022,220,278,216.68,0.21668,gill,
LSCS,67,23-Jul-2022,31-Jul-2022,220,257,202.19,0.20219,gill,
LSCS,68,23-Jul-2022,31-Jul-2022,220,303,291.35,0.29135,gill,
LSCS,69,23-Jul-2022,31-Jul-2022,220,297,256.37,0.25637,gill,
LSCS,70,15-Jul-2022,31-Jul-2022,220,302,262.21,0.26221,gill,
LSCS,71,15-Jul-2022,31-Jul-2022,220,343,412.08,0.41208,gill,
LSCS,72,15-Jul-2022,31-Jul-2022,220,321,361.16,0.36116,gill,
LSCS,73,15-Jul-2022,31-Jul-2022,220,279,258.78,0.25878,gill,
LSCS,74,15-Jul-2022,31-Jul-2022,220,310,329.95,0.32995,gill,
LSCS,75,15-Jul-2022,31-Jul-2022,220,312,319.09,0.31909,gill,
LSCS,76,15-Jul-2022,31-Jul-2022,220,318,327.53,0.32753,gill,
LSCS,77,02-Aug-2022,02-Aug-2022,220,270,189.54,0.18954,gill,
LSCS,78,19-Jul-2022,03-Aug-2022,214,275,197.84,0.19784,gill,
LSCS,79,19-Jul-2022,03-Aug-2022,214,310,261.31,0.26131,gill,
LSCS,80,19-Jul-2022,03-Aug-2022,214,276,186.27,0.18627,gill,
LSCS,81,19-Jul-2022,03-Aug-2022,214,279,226.78,0.22678,gill,
LSCS,82,01-Aug-2022,03-Aug-2022,220,331,361.78,0.36178,gill,
LSCS,83,01-Aug-2022,03-Aug-2022,220,329,367.52,0.36752,gill,
LSCS,84,01-Aug-2022,03-Aug-2022,220,327,320.81,0.32081,gill,
LSCS,85,01-Aug-2022,03-Aug-2022,220,255,154.58,0.15458,gill,
LSCS,86,01-Aug-2022,03-Aug-2022,220,265,179.34,0.17934,gill,
LSCS,87,15-Jul-2022,03-Aug-2022,220,267,198.48,0.19848,gill,
LSCS,88,15-Jul-2022,03-Aug-2022,220,299,266.53,0.26653,gill,
LSCS,89,15-Jul-2022,03-Aug-2022,220,314,312.11,0.31211,gill,
LSCS,90,19-Jul-2022,03-Aug-2022,214,323,337.39,0.33739,gill,
LSCS,91,19-Jul-2022,03-Aug-2022,214,340,320.36,0.32036,gill,
LSCS,92,19-Jul-2022,03-Aug-2022,214,314,271.36,0.27136,gill,
LSCS,93,19-Jul-2022,03-Aug-2022,214,330,358.44,0.35844,gill,
LSCS,94,19-Jul-2022,03-Aug-2022,214,281,242.35,0.24235,gill,
LSCS,95,19-Jul-2022,03-Aug-2022,214,299,242.96,0.24296,gill,
LSCS,96,19-Jul-2022,03-Aug-2022,214,305,277.97,0.27797,gill,
LSCS,97,19-Jul-2022,03-Aug-2022,214,235,135.04,0.13504,gill,
LSCS,98,19-Jul-2022,03-Aug-2022,214,287,237.50,0.2375,gill,
LSCS,99,19-Jul-2022,03-Aug-2022,214,298,239.01,0.23901,gill,
LSCS,100,19-Jul-2022,03-Aug-2022,214,291,281.64,0.28164,gill,
LSCS,101,19-Jul-2022,03-Aug-2022,214,329,340.21,0.34021,gill,
LSCS,102,19-Jul-2022,03-Aug-2022,214,285,224.83,0.22483,gill,
LSCS,103,19-Jul-2022,03-Aug-2022,214,288,230.41,0.23041,gill,
LSCS,104,05-Aug-2022,05-Aug-2022,230,298,232.96,0.23296,gill,
LSCS,105,05-Aug-2022,05-Aug-2022,230,283,204.62,0.20462,gill,
LSCS,106,05-Aug-2022,05-Aug-2022,230,300,277.76,0.27776,gill,
LSCS,107,13-Jul-2022,06-Aug-2022,220,301,289.78,0.28978,gill,
LSCS,108,13-Jul-2022,06-Aug-2022,220,328,293.49,0.29349,gill,
LSCS,109,13-Jul-2022,06-Aug-2022,220,275,203.75,0.20375,gill,
LSCS,110,13-Jul-2022,06-Aug-2022,220,262,178.02,0.17802,gill,
LSCS,111,07-Aug-2022,07-Aug-2022,218,106,11.01,0.01101,fyke,
LSCS,112,07-Aug-2022,07-Aug-2022,214,191,66.69,0.06669,fyke,
LSCS,113,08-Aug-2022,09-Aug-2022,230,100,9.85,0.00985,fyke,
LSCS,114,08-Aug-2022,09-Aug-2022,218,106,11.16,0.01116,fyke,
LSCS,115,08-Aug-2022,09-Aug-2022,218,96,7.87,0.00787,fyke,
LSCS,116,08-Aug-2022,09-Aug-2022,218,128,19.38,0.01938,fyke,
LSCS,117,19-Jul-2022,09-Aug-2022,220,331,322.49,0.32249,gill,
LSCS,118,19-Jul-2022,09-Aug-2022,220,288,240.59,0.24059,gill,
LSCS,119,13-Jul-2022,09-Aug-2022,214,303,266.11,0.26611,gill,
LSCS,120,13-Jul-2022,09-Aug-2022,214,287,218.27,0.21827,gill,
LSCS,121,10-Aug-2022,10-Aug-2022,220,296,290.35,0.29035,gill,
LSCS,122,10-Aug-2022,10-Aug-2022,218,128,17.96,0.01796,fyke,
LSCS,123,11-Aug-2022,11-Aug-2022,220,309,304.86,0.30486,gill,
LSCS,124,11-Aug-2022,11-Aug-2022,220,292,232.11,0.23211,gill,
LSCS,125,20-Jul-2022,12-Aug-2022,220,280,238.36,0.23836,gill,
LSCS,126,20-Jul-2022,12-Aug-2022,220,295,240.79,0.24079,gill,
LSCS,127,20-Jul-2022,12-Aug-2022,220,272,192.73,0.19273,gill,
LSCS,128,09-Aug-2022,12-Aug-2022,218,107,12.77,0.01277,fyke,
LSCS,129,09-Aug-2022,12-Aug-2022,218,91,6.86,0.00686,fyke,
LSCS,130,09-Aug-2022,12-Aug-2022,218,102,10.37,0.01037,fyke,
LSCS,131,09-Aug-2022,12-Aug-2022,218,98,8.90,0.0089,fyke,
LSCS,132,12-Aug-2022,12-Aug-2022,220,101,9.35,0.00935,fyke,
LSCS,133,12-Aug-2022,12-Aug-2022,218,113,11.95,0.01195,fyke,
LSCS,134,13-Aug-2022,13-Aug-2022,220,277,216.33,0.21633,gill,
LSCS,135,13-Aug-2022,13-Aug-2022,220,309,294.13,0.29413,gill,
LSCS,136,13-Aug-2022,13-Aug-2022,220,319,336.92,0.33692,gill,
LSCS,137,13-Aug-2022,13-Aug-2022,220,300,264.82,0.26482,gill,
LSCS,138,13-Aug-2022,13-Aug-2022,220,305,270.33,0.27033,gill,
LSCS,139,14-Aug-2022,14-Aug-2022,214,152,30.71,0.03071,fyke,
LSCS,140,14-Aug-2022,14-Aug-2022,218,357,485.25,0.48525,fyke,
LSCS,141,14-Aug-2022,14-Aug-2022,220,290,248.22,0.24822,gill,
LSCS,142,16-Aug-2022,21-Aug-2022,220,177,52.47,0.05247,fyke,
LSCS,143,19-Aug-2022,21-Aug-2022,220,315,397.65,0.39765,gill,
LSCS,144,19-Aug-2022,21-Aug-2022,220,322,378.66,0.37866,gill,
LSCS,145,19-Aug-2022,21-Aug-2022,220,291,290.95,0.29095,gill,
LSCS,146,19-Aug-2022,21-Aug-2022,220,292,293.93,0.29393,gill,
LSCS,147,16-Aug-2022,21-Aug-2022,220,258,178.40,0.1784,gill,
LSCS,148,16-Aug-2022,21-Aug-2022,220,252,160.47,0.16047,gill,
LSCS,149,16-Aug-2022,21-Aug-2022,220,247,155.35,0.15535,gill,
LSCS,150,16-Aug-2022,21-Aug-2022,220,248,175.80,0.1758,gill,
LSCS,151,16-Aug-2022,21-Aug-2022,220,284,257.35,0.25735,gill,
LSCS,152,17-Aug-2022,21-Aug-2022,220,273,210.86,0.21086,gill,
LSCS,153,17-Aug-2022,21-Aug-2022,220,291,249.73,0.24973,gill,
LSCS,154,17-Aug-2022,21-Aug-2022,220,263,201.72,0.20172,gill,No otoliths
LSCS,155,17-Aug-2022,21-Aug-2022,220,251,162.32,0.16232,gill,
LSCS,156,17-Aug-2022,21-Aug-2022,220,281,214.21,0.21421,gill,
LSCS,157,16-Aug-2022,22-Aug-2022,214,304,277.01,0.27701,gill,
LSCS,158,16-Aug-2022,22-Aug-2022,214,282,248.70,0.2487,gill,
LSCS,159,20-Aug-2022,22-Aug-2022,220,320,407.89,0.40789,gill,
LSCS,160,20-Aug-2022,22-Aug-2022,220,269,240.86,0.24086,gill,
LSCS,161,20-Aug-2022,22-Aug-2022,220,317,377.11,0.37711,gill,
LSCS,162,20-Aug-2022,22-Aug-2022,220,274,219.97,0.21997,gill,
LSCS,163,20-Aug-2022,22-Aug-2022,220,329,436.71,0.43671,gill,
